405,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES"
406,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL
407,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH
408,27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY"
409,27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY
410,27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL
411,27Q323,SCHOLARS' ACADEMY
412,27Q400,AUGUST MARTIN HIGH SCHOOL
413,27Q410,BEACH CHANNEL HIGH SCHOOL
414,27Q475,RICHMOND HILL HIGH SCHOOL
415,27Q480,JOHN ADAMS HIGH SCHOOL
416,27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE"
417,28Q284,YORK EARLY COLLEGE ACADEMY
418,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL
419,28Q325,HILLSIDE ARTS & LETTERS ACADEMY
420,28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY
421,28Q350,JAMAICA GATEWAY TO THE SCIENCES
422,28Q440,FOREST HILLS HIGH SCHOOL
423,28Q470,JAMAICA HIGH SCHOOL
424,28Q505,HILLCREST HIGH SCHOOL
425,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
426,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL
427,28Q686,QUEENS METROPOLITAN HIGH SCHOOL
428,28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE
429,28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY
430,28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS"
431,29Q248,QUEENS PREPARATORY ACADEMY
432,29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL
433,29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL
434,29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES
435,29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL
436,29Q326,CAMBRIA HEIGHTS ACADEMY
437,29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL"
438,29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL"
439,29Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL"
440,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL
441,30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA"
442,30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM
443,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL
444,30Q450,LONG ISLAND CITY HIGH SCHOOL
445,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL
446,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL
447,30Q555,NEWCOMERS HIGH SCHOOL
448,30Q575,ACADEMY OF AMERICAN STUDIES
449,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION
450,31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES
451,31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL
452,31R080,THE MICHAEL J. PETRIDES SCHOOL
453,31R440,NEW DORP HIGH SCHOOL
454,31R445,PORT RICHMOND HIGH SCHOOL
455,31R450,CURTIS HIGH SCHOOL
456,31R455,TOTTENVILLE HIGH SCHOOL
457,31R460,SUSAN E. WAGNER HIGH SCHOOL
458,31R470,CONCORD HIGH SCHOOL
459,31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
460,31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL
461,31R607,YOUNG ADULT BOROUGH CENTER AT STATEN IS TECH HS
462,32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP
463,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE–BUSHWICK
464,32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE
465,32K552,ACADEMY OF URBAN PLANNING
466,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL
467,32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE
468,32K564,BUSHWICK COMMUNITY HIGH SCHOOL
469,75K371,P.S. 371 s LILLIAN L. RASHKIS
470,75M035,P.S. 035
471,75Q256,P.S. Q256
472,75Q811,P.S. Q811
473,75R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25
474,75X012,P.S. X012 LEWIS AND CLARK SCHOOL
475,75X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT
476,79M645,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION
477,79Q950,GED PLUS s CITYWIDE
478,79X490,PHOENIX ACADEMY
